;environmental;social;corporate governance;k_values;avg_prob;coherence;custom_metric
48;1.149450057768263;1.242745295749046;0.7636761355679482;50;0.2657793574454263;0.40075353823991927;0.10651201788738682
49;1.191643332829699;1.2213556127389893;0.7391159014077857;51;0.26545154336753174;0.3692881069337995;0.09802809793285118
50;1.257043125689961;1.2611595898633823;0.778867730172351;52;0.26585130021983505;0.39852855174659224;0.10594933365655937
51;1.2452841000631452;1.390397142386064;0.7757967167999595;53;0.26609187716626964;0.39858070732660983;0.10605908861479714
52;1.2062544237123802;1.284355431329459;0.7627068686997518;54;0.2650616514988037;0.40287129192390847;0.10678572997880782
53;1.2943001879611984;1.3949152547866106;0.8342164109926671;55;0.266015599335184;0.3839754378067206;0.10214345621814444
54;1.3120569286402315;1.3561319640139118;0.7917836647247896;56;0.26544630605972735;0.4025520802743891;0.10685596270549542
55;1.2746143215335906;1.4050124377245083;0.8169154291972518;57;0.26533571135287437;0.3910353698800921;0.10375564803126858
56;1.3708246484166011;1.317849985207431;0.8372714987490326;58;0.26519804367402183;0.3941518254621583;0.1045282930231089
57;1.2426379710668698;1.4103545694379136;0.8358801752328873;59;0.2647833589649901;0.39398726890885216;0.1043212724511287
58;1.2538801700575277;1.5017691082321107;0.8541709096170962;60;0.2650409174496114;0.3970322099078097;0.10522978117101257
59;1.2837839911226183;1.4491095648845658;0.7728856902103871;61;0.2643679477303999;0.39056142054259385;0.10325192121151519
60;1.2663291478529572;1.442885766387917;0.8877783311763778;62;0.26450400502184374;0.404664186598331;0.10703529804416524
61;1.452572571230121;1.522400538669899;0.8565766084939241;63;0.2652045623745791;0.4141050444383905;0.109822547087389
62;1.3666042848490179;1.6220522759249434;0.9165129188913852;64;0.26525456827994276;0.3956747442676306;0.10495453346998711
63;1.5058304596459493;1.516450417577289;0.9025229919934645;65;0.2650953994969873;0.39454202292747725;0.1045912751863091
64;1.4112147440901026;1.5609396384097636;0.8958337195217609;66;0.2646514700834153;0.3729583104373534;0.09870396513707234
65;1.4113317605806515;1.6130446643801406;0.9800518916454166;67;0.2649418967037545;0.3876648755810104;0.10270866742185791
66;1.4797523554880172;1.5493540001334623;0.9555422138655558;68;0.2646494432701729;0.3997724945428796;0.10579956811550133
67;1.36160975380335;1.6232499306788668;0.9160399187821895;69;0.2641336942147261;0.40143877179766485;0.10603350579593962
68;1.482930661761202;1.6564312084810808;0.9783052642596886;70;0.26470595405179276;0.37843073911008973;0.10017286983866139
69;1.5162981712492183;1.6741191047476605;1.0060763265937567;71;0.2647763859246149;0.3877108668577633;0.10265668211029812
70;1.4457519860006869;1.6293174301972613;0.9822600578190759;72;0.2640879495625591;0.39168961130631785;0.10344050631484125
71;1.6159421601332724;1.6872069087112322;1.0470686480402946;73;0.26489800587974244;0.39469096564520784;0.10455284973816549
72;1.569290277082473;1.730842564953491;1.0798053368926048;74;0.26479708844232624;0.38226920269317727;0.1012237718743228
73;1.4838709930190817;1.7111918759765103;0.9829330269712955;75;0.26392665298655626;0.3967095372290319;0.10470222036870402
74;1.6013251792173833;1.712134605157189;1.0712729369988665;76;0.2644234628992547;0.39203951138239157;0.10366444519306377
75;1.6395880236523226;1.8362008698750287;1.0540316487895325;77;0.2647072095529769;0.39178091651674446;0.10370723316725522
76;1.6373635459458455;1.799245935631916;1.0052026896737516;78;0.26423657747196;0.37799445512399954;0.09987996112534402
77;1.718648566165939;1.8409692047862336;1.0832414778415114;79;0.2646925925594737;0.40454786779716856;0.10708082394163977
78;1.6718239930924028;1.8148087784647942;1.075998114189133;80;0.2642582215179573;0.39087272744295243;0.10329133179394787
79;1.6384578222641721;1.8059262103633955;1.129274501116015;81;0.26411623004241847;0.40429473843403846;0.1067808021411839
80;1.8074249868514016;1.9882397874025628;1.1572535876184702;82;0.26510036085936717;0.39743243721967697;0.10535948252415415
81;1.7942189679015428;1.9484526230953634;1.1052686095936224;83;0.26460222951985096;0.3858770844736615;0.1021039368723507
82;1.7609423154499382;1.9146513979649171;1.175814866204746;84;0.2644387160107726;0.39830915162923636;0.1053283606321754
83;1.765063866507262;1.8300119420746341;1.1107520801015198;85;0.2638406702608336;0.3791008607556834;0.10002222519823845
84;1.8094685099786147;1.9321016422472894;1.1596343673299998;86;0.2642476875568486;0.39834311694189;0.10526124750608175
85;1.8225475911749527;1.9350765171693638;1.1628743016626686;87;0.2641393632471465;0.38811859078353866;0.10251739743394372
86;1.769250375800766;1.924413466709666;1.1288728537037969;88;0.2637003883415177;0.4073198625559255;0.10741040593521117
87;1.7823003348894417;1.8432909953407943;1.0998426901642233;89;0.2632736910685238;0.3843734502909043;0.10119541700683012
88;1.846430430538021;1.920357394614257;1.1894995440961793;90;0.26376746491457903;0.39301044565229537;0.10366336893465489
89;1.8722966315690428;1.9556274333735928;1.1672411939362064;91;0.2637229814804364;0.3948464969094847;0.10413009539207521
90;1.8246710676467046;2.002835995866917;1.2759703040355816;92;0.26386814502051414;0.39869640474901424;0.1052032807474705
91;1.8379015973769128;1.850434242398478;1.1458719407673925;93;0.2629951822057602;0.38286614984563805;0.10069195283907145
92;1.9535995068727061;1.8831748133525252;1.1367397470166907;94;0.2632274310298987;0.3895976350167612;0.10255278460078616
93;1.9380044993013144;2.130821590544656;1.2827863830607384;95;0.26408319071817554;0.40500410009636634;0.10695477500739177
94;1.9618745995685458;1.994369426742196;1.3039744258858263;96;0.26369848555259523;0.3817244437720688;0.10066015772110135
95;1.9494559961603954;2.013824236462824;1.2051038751378655;97;0.26332057759732236;0.40922939906975225;0.1077585217328523
96;1.8593799174996093;1.99639868887607;1.2683108446653932;98;0.2630716567628599;0.3828651503440843;0.1007209694177797
97;1.9233008120208979;2.1510573487030342;1.2916299104690552;99;0.26355047492725503;0.40031301355345544;0.10550268484157387
98;1.9766649196390063;2.0655954380054027;1.2785006723133847;100;0.2633019025748945;0.4022636920317021;0.10591679544874859
99;1.7832470231223851;2.077109236852266;1.2937620654702187;101;0.26275771862733877;0.4128731160932291;0.10848559806721726
